ID_api,Seasonal_mortality,Age,Activity,Beekeep_for,Qualif,Training,Coop_treat,Bee_population_size,Country,Apiary_Size,Production,Apiarist_book,Org_member,Continue,Breed,Chronic_Depop,ClinSign_Brood,ClinSign_Honeybees,H_Rate_ColMortality,H_Rate_HoneyMortality,OtherEvent,VarroaMites,QueenProblems,Management,Swarm_bought,Swarm_produced,Queen_bought,Queen_produced,Environment,VarroosisV2,ChronicParalysisV2,AmericanFoulbroodV2,NosemosisV2,EuropeanFoulbroodV2,Migration,Merger,Winter_Mortality_Class,Program
611_A,33,3___45-65,Hobby,2___2-5 years,No,No,Yes,1___Less than 51 colonies,SLOVAKIA,2__6 - 10,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,4__11 - 20 %,First Year
612_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
613_A,0,4___Over 65,Hobby,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,SLOVAKIA,4__21 - 50,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,Yes,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
614_A,0,3___45-65,Hobby,3___More than 5 years,No,No,Yes,1___Less than 51 colonies,SLOVAKIA,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
615_A,0,4___Over 65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,SLOVAKIA,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,3__6 - 10 swarms produced,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,3__6 - 10 %,First Year
616_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,4__11 - 20 %,First Year
617_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,3___101 - 150,SLOVAKIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,4__More than 10 queens bought,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,1__No Mortality,First Year
618_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
619_A,0,4___Over 65,Hobby,3___More than 5 years,No,Yes,Yes,2___51 - 100,SLOVAKIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
620_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
621_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Livestock,3__2 - 5 swarms bought,1__None,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,6__More than 51%,First Year
622_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,2__1 swarm bought,1__None,2__1 - 5 queen(s) bought,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
623_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,3__2 - 5 swarms bought,2__1 - 5 swarm(s) produced,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,4__11 - 20 %,First Year
624_A,25,4___Over 65,Hobby,3___More than 5 years,No,No,No,1___Less than 51 colonies,ENGLAND & WALES,2__6 - 10,01__Only honey,Yes,Yes,Yes,Hybrid,Yes,No,Yes,No,No,No,No,Yes,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
625_A,33,3___45-65,Hobby,3___More than 5 years,No,No,No,1___Less than 51 colonies,ENGLAND & WALES,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,No,No,Yes,No,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,1__No Mortality,First Year
626_A,0,3___45-65,Hobby,2___2-5 years,No,Yes,No,1___Less than 51 colonies,ENGLAND & WALES,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,Yes,No,No,Yes,No,Yes,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,Yes,5__21 - 50 %,First Year
627_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Livestock,1__None,3__6 - 10 swarms produced,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,4__11 - 20 %,First Year
628_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Livestock,4__More than 5 swarms bought,2__1 - 5 swarm(s) produced,3__6 - 10 queens bought,3__6 - 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,6__More than 51%,First Year
629_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
630_A,0,4___Over 65,Hobby,3___More than 5 years,No,No,No,1___Less than 51 colonies,ENGLAND & WALES,1__Less than 5 colonies,01__Only honey,No,Yes,Yes,Hybrid,No,Yes,Yes,No,No,No,Yes,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,6__More than 51%,First Year
631_A,0,3___45-65,Hobby,2___2-5 years,No,Yes,No,1___Less than 51 colonies,ENGLAND & WALES,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,No,No,No,No,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
632_A,0,4___Over 65,Hobby,3___More than 5 years,No,No,Yes,1___Less than 51 colonies,ENGLAND & WALES,1__Less than 5 colonies,01__Only honey,No,Yes,Yes,Hybrid,No,No,No,No,No,No,No,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
633_A,0,2___30-45,Hobby,3___More than 5 years,No,No,No,1___Less than 51 colonies,ENGLAND & WALES,2__6 - 10,01__Only honey,No,Yes,Yes,Hybrid,No,No,No,No,No,No,No,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,4__11 - 20 %,First Year
634_A,0,4___Over 65,Hobby,3___More than 5 years,Yes,No,Yes,1___Less than 51 colonies,ENGLAND & WALES,1__Less than 5 colonies,03__Includes pollination services,Yes,Yes,Yes,Hybrid,No,No,No,No,No,No,Yes,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,6__More than 51%,First Year
635_A,0,2___30-45,Hobby,3___More than 5 years,No,No,Yes,1___Less than 51 colonies,SLOVAKIA,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
636_A,0,3___45-65,Professional,3___More than 5 years,Yes,Yes,Yes,5___201 - 300,SLOVAKIA,5__More than 50 colonies,02__Includes pollen production,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,3__6 - 10 swarms produced,1__None,4__More than 10 queens produced,Orchards,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
637_A,0,3___45-65,Hobby,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,SLOVAKIA,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
638_A,0,4___Over 65,Hobby,3___More than 5 years,No,Yes,No,1___Less than 51 colonies,ESTONIA,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
639_A,0,2___30-45,Hobby,3___More than 5 years,No,No,Yes,1___Less than 51 colonies,SLOVAKIA,2__6 - 10,02__Includes pollen production,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,4__More than 5 swarms bought,4__More than 10 swarms produced,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
640_A,0,2___30-45,Hobby,3___More than 5 years,No,Yes,Yes,2___51 - 100,SLOVAKIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,1__No Mortality,First Year
641_A,0,3___45-65,Hobby,2___2-5 years,No,No,Yes,1___Less than 51 colonies,SLOVAKIA,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
642_A,0,3___45-65,Hobby,3___More than 5 years,No,No,Yes,1___Less than 51 colonies,SLOVAKIA,4__21 - 50,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,4__More than 10 swarms produced,4__More than 10 queens bought,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,4__11 - 20 %,First Year
643_A,0,4___Over 65,Hobby,2___2-5 years,Yes,Yes,Yes,1___Less than 51 colonies,ENGLAND & WALES,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,Hybrid,No,Yes,No,No,No,No,No,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
645_A,10,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,2__6 - 10,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,1__No Mortality,First Year
646_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,No,1___Less than 51 colonies,ESTONIA,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,A. m. ligustica,No,No,No,No,No,No,No,Yes,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
647_A,0,3___45-65,Professional,3___More than 5 years,Yes,Yes,Yes,2___51 - 100,SLOVAKIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,Yes,Livestock,1__None,3__6 - 10 swarms produced,2__1 - 5 queen(s) bought,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,2__1 - 5 %,First Year
648_A,0,3___45-65,Hobby,2___2-5 years,Yes,Yes,Yes,1___Less than 51 colonies,SLOVAKIA,2__6 - 10,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,3__6 - 10 swarms produced,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,4__11 - 20 %,First Year
649_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,2__6 - 10,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Livestock,1__None,1__None,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,4__11 - 20 %,First Year
650_A,0,2___30-45,Hobby,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,SLOVAKIA,4__21 - 50,01__Only honey,Yes,Yes,Yes,A. m. carnica,Yes,No,No,Yes,Yes,No,Yes,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,6__More than 51%,First Year
651_A,0,2___30-45,Professional,3___More than 5 years,Yes,Yes,Yes,3___101 - 150,SLOVAKIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,Yes,No,Livestock,1__None,4__More than 10 swarms produced,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,1__No Mortality,First Year
652_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
653_A,0,2___30-45,Professional,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,SLOVAKIA,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,Yes,No,Livestock,1__None,4__More than 10 swarms produced,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
654_A,0,3___45-65,Professional,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,2__6 - 10,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
655_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
656_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,3__6 - 10 swarms produced,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
657_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Livestock,1__None,3__6 - 10 swarms produced,2__1 - 5 queen(s) bought,3__6 - 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,4__11 - 20 %,First Year
658_A,0,2___30-45,Professional,3___More than 5 years,No,Yes,Yes,2___51 - 100,GREECE,5__More than 50 colonies,07__Other,No,Yes,Yes,A. m. ccm,No,No,No,No,Yes,No,No,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
660_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,3__6 - 10 swarms produced,1__None,3__6 - 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
661_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,5__21 - 50 %,First Year
662_A,45,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,3__6 - 10 swarms produced,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
663_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,2__1 - 5 queen(s) bought,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
664_A,11,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,2__6 - 10,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,2__1 - 5 queen(s) bought,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,3__6 - 10 %,First Year
665_A,0,3___45-65,Part_time,3___More than 5 years,No,Yes,Yes,2___51 - 100,GERMANY,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,3__6 - 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,6__More than 51%,First Year
666_A,17,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,2__6 - 10,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,2__1 - 5 queen(s) bought,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
667_A,12,2___30-45,Part_time,3___More than 5 years,No,Yes,No,2___51 - 100,GREECE,5__More than 50 colonies,07__Other,Yes,Yes,Yes,Local bees,No,No,No,No,No,Yes,Yes,No,Livestock,1__None,4__More than 10 swarms produced,1__None,3__6 - 10 queens produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
668_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
669_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,3__6 - 10 swarms produced,1__None,3__6 - 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
670_A,100,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Livestock,3__2 - 5 swarms bought,2__1 - 5 swarm(s) produced,2__1 - 5 queen(s) bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
671_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,2__6 - 10,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,3__6 - 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,3__6 - 10 %,First Year
672_A,11,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,2__6 - 10,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,3__6 - 10 %,First Year
673_A,50,3___45-65,Hobby,2___2-5 years,No,No,No,1___Less than 51 colonies,ENGLAND & WALES,1__Less than 5 colonies,01__Only honey,No,Yes,Yes,Hybrid,No,No,No,No,No,No,Yes,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
674_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,2__6 - 10,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,3__6 - 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
675_A,0,3___45-65,Part_time,3___More than 5 years,Yes,Yes,No,1___Less than 51 colonies,ENGLAND & WALES,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,Hybrid,Yes,No,Yes,No,No,No,No,Yes,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
676_A,33,3___45-65,Hobby,3___More than 5 years,Yes,Yes,No,1___Less than 51 colonies,ENGLAND & WALES,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,No,No,No,Yes,Yes,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
677_A,100,3___45-65,Hobby,3___More than 5 years,Yes,No,Yes,1___Less than 51 colonies,ENGLAND & WALES,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,No,No,Yes,No,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
